#Overview of data in ClinVar by gene, dated March 2, 2020
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
MAFA-AS1	104326051	24	24	-	-	-	1	0
MAFB	9935	83	78	74	17	608968	32	0
MAFF	23764	25	24	-	-	604877	2	0
MAFG	4097	32	32	-	-	602020	2	0
MAFG-DT	92659	9	9	-	-	-	1	0
MAFK	7975	50	50	-	-	600197	9	0
MAFTRR	102467146	20	20	-	-	616264	1	0
MAG	4099	90	84	71	3	159460	28	1
MAGEA1	4100	200	196	1	-	300016	10	0
MAGEA10	4109	185	181	-	1	300343	3	0
MAGEA10-MAGEA5	100533997	100	96	-	-	-	-	-
MAGEA11	4110	201	197	-	-	300344	13	0
MAGEA12	4111	184	180	-	-	300177	2	0
MAGEA2	4101	187	183	-	-	300173	5	0
MAGEA2B	266740	184	180	-	-	300549	2	0
MAGEA3	4102	197	193	10	-	300174	5	0
MAGEA4	4103	185	181	1	-	300175	3	0
MAGEA4-AS1	105373368	100	96	-	-	-	-	-
MAGEA5	4104	185	181	-	-	300340	3	0
MAGEA6	4105	189	185	4	-	300176	3	0
MAGEA8	4107	200	196	-	-	300341	6	0
MAGEA8-AS1	101410537	103	99	-	-	-	1	0
MAGEA9	4108	196	192	-	-	300342	7	0
MAGEA9B	728269	209	205	-	-	300764	16	0
MAGEB1	4112	161	157	2	-	300097	4	0
MAGEB10	139422	155	151	-	-	300761	4	0
MAGEB16	139604	151	147	1	-	300762	4	0
MAGEB17	645864	180	176	-	-	300763	9	0
MAGEB18	286514	155	151	-	-	-	2	0
MAGEB2	4113	160	156	1	-	300098	4	0
MAGEB3	4114	160	156	1	-	300152	4	0
MAGEB4	4115	165	161	6	-	300153	4	0
MAGEB5	347541	153	149	-	-	300466	2	0
MAGEB6	158809	154	150	-	-	300467	2	0
MAGEC1	9947	185	181	1	-	300223	4	0
MAGEC2	51438	183	179	2	-	300468	3	0
MAGEC3	139081	187	183	2	1	300469	4	0
MAGED1	9500	164	160	5	-	300224	6	0
MAGED2	10916	154	149	20	6	300470	1	0
MAGED4	728239	155	151	-	-	300702	4	0
MAGED4B	81557	156	152	-	-	300765	4	0
MAGEE1	57692	133	129	1	-	300759	5	0
MAGEE2	139599	136	132	2	-	300760	4	0
MAGEF1	64110	33	33	2	-	609267	-	-
MAGEH1	28986	134	130	-	-	300548	2	0
MAGEL2	54551	495	429	189	27	605283	36	12
MAGI1	9223	26	26	2	1	602625	9	0
MAGI1-AS1	100873983	7	7	-	-	-	3	0
MAGI1-IT1	151877	8	8	-	-	-	3	0
MAGI2	9863	145	112	114	7	606382	49	6
MAGI2-AS2	100874021	6	6	-	-	-	-	-
MAGI2-AS3	100505881	14	9	-	1	-	1	0
MAGI3	260425	16	16	3	-	615943	5	0
MAGIX	79917	157	153	-	-	-	2	0
MAGOH	4116	10	10	-	-	602603	2	0
MAGOHB	55110	37	37	1	-	-	2	0
MAGT1	84061	226	212	49	19	300715	33	1
MAIP1	79568	27	27	-	-	617267	2	0
MAJIN	283129	7	7	-	-	617130	1	0
MAK	4117	111	98	79	16	154235	38	4
MAK16	84549	62	61	1	1	-	4	0
MAL	4118	16	16	-	1	188860	4	0
MAL2	114569	43	43	-	-	609684	2	0
MAL2-AS1	105375726	25	25	-	-	-	1	0
MALAT1	378938	9	9	-	-	607924	1	0
MALINC1	100505636	6	6	-	1	-	-	-
MALL	7851	178	174	-	68	602022	29	0
MALRD1	340895	20	20	9	3	617715	2	0
MALSU1	115416	31	31	-	-	614624	1	0
MALT1	10892	127	121	58	5	604860	34	0
MAMDC2	256691	50	49	5	1	612879	3	0
MAMDC2-AS1	100507244	23	22	-	-	-	-	-
MAMDC4	158056	75	74	-	-	617208	-	-
MAML1	9794	45	45	7	-	605424	10	0
MAML2	84441	20	20	1	-	607537	3	0
MAML3	55534	25	25	1	-	608991	3	0
MAMLD1	10046	208	204	17	5	300120	10	0
MAMSTR	284358	12	12	-	-	610349	4	0
MAN1A1	4121	25	25	3	1	604344	2	0
MAN1A2	10905	12	12	1	-	604345	-	-
MAN1B1	11253	323	218	260	11	604346	72	28
MAN1B1-DT	100289341	30	29	-	-	-	-	-
MAN1C1	57134	12	12	2	-	616772	3	0
MAN2A1	4124	29	29	1	-	154582	4	0
MAN2A2	4122	40	40	1	-	600988	4	0
MAN2B1	4125	448	321	427	75	609458	101	18
MAN2B2	23324	64	64	-	-	-	2	0
MAN2C1	4123	29	29	-	-	154580	5	0
MANBA	4126	153	114	142	18	609489	32	1
MANBAL	63905	8	8	-	-	-	-	-
MANCR	100216001	15	15	-	-	-	1	0
MANEA	79694	14	14	-	-	612327	1	0
MANEA-DT	101927288	2	2	-	-	-	-	-
MANEAL	149175	9	9	-	-	-	2	0
MANF	7873	7	7	1	-	601916	-	-
MANSC1	54682	39	39	1	-	-	3	0
MANSC4	100287284	27	27	-	-	-	1	0
MAOA	4128	222	199	61	7	309850	18	2
MAOB	4129	165	161	8	1	309860	4	0
MAP10	54627	35	35	2	-	618551	2	0
MAP11	55262	22	22	1	1	618350	3	0
MAP1A	4130	22	22	10	-	600178	1	0
MAP1B	4131	70	70	59	5	157129	4	0
MAP1LC3A	84557	13	13	-	-	601242	2	0
MAP1LC3B	81631	63	63	3	-	609604	13	0
MAP1LC3B2	643246	13	13	-	-	-	4	0
MAP1LC3C	440738	69	69	-	-	609605	5	0
MAP1S	55201	14	14	1	-	607573	3	0
MAP2	4133	50	50	30	-	157130	4	0
MAP2K1	5604	407	214	344	46	176872	65	3
MAP2K2	5605	548	313	518	24	601263	92	10
MAP2K3	5606	51	51	35	-	602315	8	0
MAP2K4	6416	16	16	1	1	601335	3	0
MAP2K5	5607	20	20	3	-	602520	-	-
MAP2K6	5608	16	16	-	-	601254	1	0
MAP2K7	5609	17	17	11	-	603014	-	-
MAP3K1	4214	112	99	90	14	600982	15	1
MAP3K10	4294	12	12	2	-	600137	1	0
MAP3K11	4296	11	11	-	-	600050	2	0
MAP3K12	7786	13	13	1	-	600447	1	0
MAP3K13	9175	37	37	1	1	604915	2	0
MAP3K14	9020	84	80	73	1	604655	32	1
MAP3K14-AS1	100133991	25	24	-	-	-	9	0
MAP3K15	389840	175	171	4	1	300820	6	0
MAP3K19	80122	14	14	-	1	-	3	0
MAP3K2	10746	17	17	2	-	609487	1	0
MAP3K20	51776	34	33	14	5	609479	1	0
MAP3K20-AS1	339751	19	18	-	2	-	1	0
MAP3K21	84451	31	31	1	-	614793	3	0
MAP3K3	4215	19	19	5	-	602539	1	0
MAP3K4	4216	32	32	3	-	602425	4	0
MAP3K5	4217	23	23	8	1	602448	1	0
MAP3K5-AS1	101928461	5	5	-	-	-	-	-
MAP3K6	9064	25	25	12	2	604468	3	0
MAP3K7	6885	62	61	37	14	602614	12	0
MAP3K7CL	56911	58	53	-	-	611110	3	0
MAP3K8	1326	15	15	6	-	191195	1	0
MAP3K9	4293	15	15	-	-	600136	3	0
MAP4	4134	18	18	5	-	157132	5	0
MAP4K1	11184	9	9	-	-	601983	1	0
MAP4K2	5871	14	14	4	-	603166	3	0
MAP4K3	8491	30	30	3	-	604921	8	0
MAP4K3-DT	728730	4	4	-	-	-	-	-
MAP4K4	9448	25	25	6	2	604666	3	0
MAP4K5	11183	21	21	1	-	604923	6	0
MAP6	4135	10	10	3	-	601783	-	-
MAP6D1	79929	43	43	-	-	610593	3	0
MAP7	9053	14	14	-	1	604108	-	-
MAP7D1	55700	15	15	3	-	-	3	0
MAP7D2	256714	168	164	1	-	-	6	0
MAP7D3	79649	179	174	8	-	300930	4	1
MAP9	79884	27	27	-	-	610070	1	0
MAPK1	5594	96	90	2	2	176948	16	0
MAPK10	5602	113	107	70	1	602897	32	0
MAPK10-AS1	101929064	12	12	-	-	-	2	0
MAPK11	5600	109	107	1	1	602898	3	0
MAPK12	6300	109	107	1	-	602399	3	0
MAPK13	5603	11	11	3	-	602899	-	-
MAPK14	1432	10	10	1	-	600289	-	-
MAPK15	225689	51	51	1	-	618616	3	0
MAPK1IP1L	93487	13	13	-	-	617226	1	0
MAPK3	5595	242	233	8	1	601795	11	0
MAPK4	5596	43	41	-	-	176949	2	0
MAPK6	5597	22	22	-	-	602904	6	0
MAPK6-DT	112543478	5	5	-	-	-	1	0
MAPK7	5598	109	109	5	3	602521	6	0
MAPK8	5599	63	63	3	-	601158	15	0
MAPK8IP1	9479	17	17	3	1	604641	1	0
MAPK8IP2	23542	111	109	1	-	607755	3	0
MAPK8IP3	23162	75	69	23	7	605431	14	0
MAPK9	5601	39	39	-	-	602896	9	0
MAPKAP1	79109	34	33	4	-	610558	1	0
MAPKAPK2	9261	18	18	4	-	602006	1	0
MAPKAPK3	7867	12	10	1	1	602130	1	0
MAPKAPK5	8550	23	23	-	-	606723	1	0
MAPKAPK5-AS1	51275	3	3	-	-	-	-	-
MAPKBP1	23005	51	51	40	7	616786	3	0
MAPRE1	22919	13	13	-	-	603108	-	-
MAPRE2	10982	58	56	18	7	605789	1	0
MAPRE3	22924	15	15	-	-	605788	3	0
MAPRE3-AS1	100129724	9	9	-	-	-	2	0
MAPT	4137	496	329	412	30	157140	78	7
MAPT-AS1	100128977	60	59	-	-	-	11	0
MAPT-IT1	100130148	35	34	-	-	-	3	0
MARCHF1	55016	52	52	-	2	613331	7	0
MARCHF10	162333	15	15	-	-	613337	-	-
MARCHF10-DT	101927877	4	4	-	-	-	-	-
MARCHF11	441061	86	86	-	-	613338	2	0
MARCHF2	51257	7	7	-	-	613332	-	-
MARCHF3	115123	22	22	-	3	613333	2	0
MARCHF4	57574	21	21	3	-	608208	2	0
MARCHF5	54708	11	11	-	-	610637	-	-
MARCHF6	10299	90	90	2	2	613297	4	0
MARCHF7	64844	13	13	-	-	613334	-	-
MARCHF8	220972	20	20	-	-	613335	2	0
MARCHF9	92979	8	8	-	-	613336	-	-
MARCKS	4082	26	26	5	-	177061	3	0
MARCKSL1	65108	16	16	3	-	602940	3	0
MARCO	8685	18	18	3	-	604870	1	0
MARCOL	105378220	5	5	-	-	-	-	-
MARF1	9665	294	292	-	1	614593	147	0
MARK1	4139	27	27	4	-	606511	2	0
MARK2	2011	17	17	10	-	600526	2	0
MARK3	4140	51	51	1	2	602678	3	0
MARK4	57787	15	15	2	-	606495	6	0
MARS1	4141	213	174	199	9	156560	67	3
MARS2	92935	87	71	61	9	609728	7	0
MARVELD1	83742	15	15	-	-	616970	2	0
MARVELD2	153562	141	98	121	11	610572	42	10
MARVELD3	91862	33	33	-	-	614094	6	0
MAS1	4142	23	23	1	1	165180	2	0
MAS1L	116511	12	12	-	1	607235	3	0
MASCRNA	109136578	1	1	-	-	-	1	0
MASP1	5648	117	107	78	15	600521	21	5
MASP2	10747	121	93	81	-	605102	33	5
MAST1	22983	27	27	7	7	612256	3	0
MAST2	23139	35	35	10	-	612257	13	0
MAST3	23031	14	14	2	-	612258	2	0
MAST4	375449	30	30	10	-	618002	6	0
MAST4-AS1	101928794	6	6	-	-	-	2	0
MASTL	84930	88	75	74	-	608221	33	1
MAT1A	4143	166	142	135	16	610550	62	2
MAT2A	4144	85	72	66	-	601468	12	0
MAT2B	27430	23	23	1	-	605527	2	0
MATK	4145	28	28	4	1	600038	5	0
MATN1	4146	18	18	4	-	115437	4	0
MATN1-AS1	100129196	7	7	-	-	-	2	0
MATN2	4147	29	29	2	-	602108	-	-
MATN3	4148	101	71	78	9	602109	21	1
MATN4	8785	18	18	6	1	603897	1	0
MATR3	9782	175	157	153	4	164015	57	0
MAU2	23383	12	12	1	-	614560	2	0
MAVS	57506	43	43	8	-	609676	10	0
MAX	4149	192	160	179	18	154950	59	4
MAZ	4150	234	225	-	3	600999	11	0
MB	4151	21	20	1	1	160000	-	-
MB21D2	151963	44	44	-	-	-	7	0
MBD1	4152	46	44	4	-	156535	1	0
MBD2	8932	51	49	1	-	603547	-	-
MBD3	53615	25	25	3	-	603573	3	0
MBD3L1	85509	10	10	-	-	607963	1	0
MBD3L2	125997	12	12	-	-	607964	-	-
MBD3L2B	729458	6	6	-	-	-	-	-
MBD3L3	653657	12	12	-	-	-	-	-
MBD3L4	653656	12	12	-	-	-	-	-
MBD3L5	284428	12	12	-	-	-	-	-
MBD4	8930	15	15	3	-	603574	4	0
MBD5	55777	768	557	666	77	611472	210	56
MBD6	114785	16	16	7	-	-	-	-
MBIP	51562	28	28	-	-	609431	2	0
MBL2	4153	85	77	67	2	154545	43	1
MBLAC1	255374	21	21	-	-	-	3	0
MBLAC2	153364	24	24	-	-	-	2	0
MBNL1	4154	15	15	1	-	606516	-	-
MBNL1-AS1	401093	6	6	-	-	-	-	-
MBNL2	10150	59	59	-	-	607327	2	0
MBNL3	55796	173	169	1	1	300413	3	0
MBOAT1	154141	14	14	-	-	611732	-	-
MBOAT2	129642	21	21	-	-	611949	2	0
MBOAT4	619373	63	63	4	-	611940	2	0
MBOAT7	79143	32	32	6	5	606048	8	0
MBP	4155	151	148	9	-	159430	9	0
MBTD1	54799	12	12	-	-	618705	-	-
MBTPS1	8720	71	71	7	2	603355	18	0
MBTPS2	51360	208	201	41	12	300294	18	0
MC1R	4157	333	244	282	4	155555	98	17
MC2R	4158	197	180	124	22	607397	64	4
MC3R	4159	18	18	4	-	155540	1	0
MC4R	4160	203	144	134	39	155541	20	4
MC5R	4161	74	70	1	-	600042	5	0
MCAM	4162	72	72	3	-	155735	19	0
MCAT	27349	41	40	3	-	614479	1	0
MCC	4163	61	61	24	3	159350	4	0
MCCC1	56922	298	229	266	48	609010	72	11
MCCC2	64087	232	172	220	29	609014	66	9
MCCD1	401250	9	9	-	-	609624	2	0
MCEE	84693	62	42	47	1	608419	10	3
MCEMP1	199675	8	8	1	-	609565	1	0
MCF2	4168	202	197	12	1	311030	12	0
MCF2L	23263	125	125	23	1	609499	7	0
MCF2L-AS1	100289410	50	50	-	-	-	1	0
MCF2L2	23101	31	31	-	-	-	3	0
MCFD2	90411	111	110	80	10	607788	62	0
MCHR1	2847	22	21	1	-	601751	3	0
MCHR2	84539	24	24	3	-	606111	6	0
MCHR2-AS1	728012	7	7	-	1	-	2	0
MCIDAS	345643	59	55	45	5	614086	12	1
MCL1	4170	13	13	4	-	159552	2	0
MCM10	55388	31	31	7	2	609357	2	0
MCM2	4171	62	49	52	3	116945	5	0
MCM3	4172	12	12	1	-	602693	1	0
MCM3AP	8888	125	119	20	9	603294	11	0
MCM3AP-AS1	114044	60	54	-	-	-	3	0
MCM4	4173	137	125	106	1	602638	64	7
MCM5	4174	30	29	10	2	602696	-	-
MCM6	4175	22	22	11	1	601806	3	0
MCM7	4176	28	28	8	-	600592	2	0
MCM8	84515	43	42	20	5	608187	2	0
MCM8-AS1	101929225	12	12	-	-	-	-	-
MCM9	254394	50	45	26	3	610098	6	0
MCMBP	79892	27	27	-	-	610909	1	0
MCMDC2	157777	27	27	4	-	617545	1	0
MCOLN1	57192	261	189	250	56	605248	37	10
MCOLN2	255231	19	19	6	-	607399	1	0
MCOLN3	55283	13	13	-	-	607400	1	0
MCPH1	79648	537	351	407	24	607117	110	30
MCPH1-AS1	100507530	143	98	-	1	-	30	0
MCRIP1	348262	23	23	-	-	616514	1	0
MCRIP2	84331	69	69	-	-	-	8	0
MCRS1	10445	8	8	-	-	609504	1	0
MCS+9.7	106736613	16	12	-	-	-	3	0
MCTP1	79772	32	32	3	-	616296	6	0
MCTP2	55784	96	96	46	-	616297	7	0
MCTS1	28985	160	156	1	-	300587	4	0
MCU	90550	15	15	1	1	614197	-	-
MCUB	55013	13	13	-	-	-	2	0
MCUR1	63933	30	30	1	-	616952	3	0
MDC1	9656	21	21	13	-	607593	1	0
MDC1-AS1	106478956	12	12	-	-	-	-	-
MDFI	4188	12	12	2	2	604971	-	-
MDFIC	29969	27	27	3	-	614511	2	0
MDFIC2	107986096	7	7	-	1	-	-	-
MDGA1	266727	13	13	6	-	609626	2	0
MDGA2	161357	28	28	4	-	611128	8	0
MDH1	4190	15	15	-	-	154200	-	-
MDH1B	130752	18	18	-	-	-	1	0
MDH2	4191	70	63	32	5	154100	12	1
MDK	4192	13	13	-	-	162096	2	0
MDM1	56890	12	12	1	-	613813	1	0
MDM2	4193	19	19	8	1	164785	3	0
MDM4	4194	16	16	5	-	602704	1	0
MDN1	23195	36	36	12	-	618200	7	0
MDP1	145553	20	20	-	-	-	1	0
MDS2	259283	8	8	-	-	607305	3	0
ME1	4199	20	20	1	1	154250	4	0
ME2	4200	48	46	6	-	154270	5	0
ME3	10873	23	23	1	-	604626	6	0
ME3-DT	107984427	3	3	-	-	-	-	-
MEA1	4201	49	35	-	9	143170	3	0
MEAF6	64769	9	9	-	-	611001	2	0
MEAK7	57707	73	73	13	-	-	13	0
MEAT6	105378111	17	17	-	-	-	-	-
MECOM	2122	43	43	22	4	165215	5	0
MECOM-AS1	105374205	13	13	-	-	-	1	0
MECP2	4204	2233	1348	1981	529	300005	246	55
MECR	51102	43	31	32	7	608205	5	0
MED1	5469	18	18	2	-	604311	5	0
MED10	84246	96	96	-	-	612382	1	0
MED11	400569	32	32	-	-	612383	9	0
MED12	9968	823	602	672	33	300188	145	30
MED12L	116931	43	42	10	10	611318	8	0
MED13	9969	70	69	42	12	603808	5	0
MED13L	23389	283	267	240	103	608771	43	3
MED14	9282	152	148	3	3	300182	4	0
MED14OS	100873985	77	73	-	-	-	2	0
MED15	51586	338	322	3	2	607372	27	0
MED16	10025	46	46	6	-	604062	6	0
MED17	9440	82	65	68	5	603810	5	3
MED18	54797	12	12	1	-	612384	4	0
MED19	219541	10	10	-	-	612385	2	0
MED20	9477	11	11	2	-	612915	2	0
MED21	9412	28	28	-	-	603800	1	0
MED22	6837	37	36	-	-	185641	2	0
MED23	9439	198	161	74	41	605042	51	1
MED24	9862	14	14	4	2	607000	1	0
MED25	81857	242	200	230	6	610197	86	8
MED26	9441	16	16	1	-	605043	3	0
MED27	9442	36	35	-	-	605044	4	0
MED28	80306	39	39	-	-	610311	5	0
MED29	55588	10	10	-	-	612914	1	0
MED30	90390	43	43	1	-	610237	-	-
MED31	51003	21	21	-	-	-	3	0
MED4	29079	48	48	1	-	605718	1	0
MED4-AS1	100873965	34	34	-	-	-	-	-
MED6	10001	11	11	-	-	602984	-	-
MED7	9443	16	16	-	-	605045	1	0
MED8	112950	13	13	-	-	607956	3	0
MED9	55090	110	110	-	-	609878	-	-
MEDAG	84935	31	31	-	-	-	-	-
MEF2A	4205	91	90	13	3	600660	6	0
MEF2B	100271849	12	12	1	-	600661	2	0
MEF2C	4208	290	249	237	55	600662	71	8
MEF2C-AS1	101929423	24	23	-	6	-	6	0
MEF2C-AS2	109729137	67	63	-	2	-	28	0
MEF2D	4209	15	15	-	-	600663	4	0
MEFV	4210	1002	476	948	20	608107	205	52
MEG3	55384	37	37	1	2	605636	-	-
MEG8	79104	35	35	-	2	613648	-	-
MEG9	100507257	19	19	-	-	-	-	-
MEGF10	84466	472	360	447	22	612453	153	23
MEGF11	84465	12	12	-	2	612454	-	-
MEGF6	1953	128	128	21	5	604266	9	0
MEGF8	1954	205	198	193	6	604267	46	2
MEGF9	1955	26	25	-	-	604268	1	0
MEI1	150365	37	35	12	4	608797	4	0
MEI4	101928601	5	5	-	-	618417	-	-
MEIG1	644890	31	31	-	1	614174	7	0
MEIKIN	728637	10	10	2	-	616232	1	0
MEIOB	254528	46	46	5	2	617670	7	0
MEIOC	284071	12	12	-	-	616934	1	0
MEIS1	4211	17	17	1	-	601739	3	0
MEIS1-AS2	100873998	7	7	-	-	-	2	0
MEIS1-AS3	730198	7	7	-	-	-	2	0
MEIS2	4212	53	51	32	14	601740	5	0
MEIS3	56917	15	15	3	-	-	1	0
MELK	9833	76	74	9	-	607025	2	0
MELTF	4241	96	95	1	-	155750	12	0
MELTF-AS1	100507057	53	52	-	-	-	7	0
MEMO1	51072	19	19	-	-	611786	1	0
MEN1	4221	1345	912	1328	290	613733	341	33
MEOX1	4222	38	36	21	3	600147	7	1
MEOX2	4223	40	40	-	-	600535	4	0
MEP1A	4224	11	11	1	-	600388	-	-
MEP1B	4225	37	35	-	-	600389	-	-
MEPCE	56257	19	19	-	-	611478	1	0
MEPE	56955	26	26	7	-	605912	2	0
MERTK	10461	225	191	151	42	604705	74	8
MESD	23184	25	25	4	4	607783	1	0
MESP1	55897	35	35	-	-	608689	1	0
MESP2	145873	172	137	134	20	605195	38	5
MEST	4232	26	26	1	1	601029	2	0
MESTIT1	317751	25	25	-	-	607794	2	0
MET	4233	1355	915	1311	20	164860	514	42
METAP1	23173	17	17	1	-	610151	2	0
METAP1D	254042	25	25	-	1	610267	2	0
METAP2	10988	9	9	-	-	601870	1	0
METRN	79006	70	70	-	-	610998	6	0
METRNL	284207	52	52	4	15	616241	18	0
METTL1	4234	9	9	1	-	604466	1	0
METTL11B	149281	20	20	1	-	-	1	0
METTL14	57721	18	18	-	-	616504	2	0
METTL14-DT	101929741	5	5	-	-	-	-	-
METTL15	196074	24	24	-	-	618711	1	0
METTL16	79066	72	72	-	6	-	10	0
METTL17	64745	23	23	-	-	616091	3	0
METTL18	92342	18	18	1	-	615255	-	-
METTL21A	151194	18	18	-	-	615257	-	-
METTL21C	196541	70	70	1	-	615259	3	0
METTL22	79091	30	30	-	-	615261	10	0
METTL23	124512	44	37	28	8	615262	9	1
METTL24	728464	20	20	-	-	-	3	0
METTL25	84190	15	15	1	-	-	3	0
METTL26	84326	67	67	-	-	-	8	0
METTL27	155368	154	145	1	-	612546	3	0
METTL2A	339175	15	15	-	-	-	-	-
METTL2B	55798	24	24	1	-	607846	1	0
METTL3	56339	24	24	-	-	612472	3	0
METTL4	64863	106	101	-	1	-	6	0
METTL5	29081	23	21	5	3	618628	4	0
METTL6	131965	22	22	-	-	-	-	-
METTL7A	25840	11	11	-	-	618338	2	0
METTL7B	196410	12	12	4	-	-	1	0
METTL8	79828	26	26	1	3	609525	6	0
METTL9	51108	102	102	-	4	609388	12	0
MEX3A	92312	16	16	-	-	611007	7	0
MEX3B	84206	21	21	-	-	611008	2	0
MEX3C	51320	45	43	2	1	611005	-	-
MEX3D	399664	22	22	-	1	611009	3	0
MFAP1	4236	16	16	-	-	600215	2	0
MFAP2	4237	21	21	-	-	156790	5	0
MFAP3	4238	15	15	-	-	600491	-	-
MFAP3L	9848	52	52	-	-	616523	2	0
MFAP4	4239	104	104	-	-	600596	6	0
MFAP5	8076	84	79	47	3	601103	11	0
MFF	56947	61	60	40	6	614785	3	0
MFF-DT	654841	684	441	-	156	-	108	0
MFGE8	4240	40	40	11	-	602281	-	-
MFHAS1	9258	136	136	5	-	605352	10	0
MFN1	55669	32	32	1	-	608506	5	0
MFN2	9927	906	564	849	80	608507	302	25
MFNG	4242	26	25	-	1	602577	3	0
MFRP	83552	273	166	219	26	606227	72	11
MFSD1	64747	30	30	-	-	-	8	0
MFSD10	10227	91	91	-	-	610977	4	0
MFSD11	79157	16	16	-	-	-	1	0
MFSD12	126321	28	28	3	1	617745	5	0
MFSD13A	79847	17	17	-	-	-	-	-
MFSD14A	64645	14	14	-	-	-	1	0
MFSD14B	84641	32	31	-	1	-	1	0
MFSD14C	84278	19	18	-	-	-	-	-
MFSD2A	84879	32	32	21	5	614397	4	0
MFSD2B	388931	18	18	-	-	617845	2	0
MFSD3	113655	70	70	-	-	-	8	0
MFSD4A	148808	15	15	1	-	-	1	0
MFSD4A-AS1	284578	4	4	-	-	-	-	-
MFSD4B	91749	19	19	-	-	617331	4	0
MFSD5	84975	11	11	-	-	-	2	0
MFSD6	54842	24	24	4	-	613476	-	-
MFSD6L	162387	13	13	-	-	-	3	0
MFSD8	256471	380	265	352	36	611124	111	12
MFSD9	84804	22	22	3	-	-	4	0
MGA	23269	32	32	23	3	616061	1	0
MGAM	8972	64	61	11	-	154360	2	0
MGAM2	93432	21	21	1	-	-	2	0
MGARP	84709	25	25	-	-	-	3	0
MGAT1	4245	45	45	8	1	160995	6	0
MGAT2	4247	108	81	97	11	602616	35	3
MGAT3	4248	18	17	2	-	604621	-	-
MGAT3-AS1	104502417	6	5	-	-	-	-	-
MGAT4A	11320	18	18	2	-	604623	2	0
MGAT4B	11282	41	41	-	-	604561	10	0
MGAT4C	25834	40	40	1	-	607385	5	0
MGAT4D	152586	23	23	-	-	610310	4	0
MGAT5	4249	14	14	1	-	601774	2	0
MGAT5B	146664	16	16	-	1	612441	1	0
MGC12916	84815	29	26	-	-	-	-	-
MGC15885	197003	2	2	-	-	-	-	-
MGC16025	85009	42	42	-	-	-	1	0
MGC16142	84849	3	3	-	-	-	-	-
MGC16275	85001	12	10	-	-	-	-	-
MGC27345	157247	10	10	-	-	-	-	-
MGC27382	149047	3	3	-	-	-	1	0
MGC2889	84789	19	19	-	-	-	-	-
MGC32805	153163	44	37	-	-	-	11	0
MGC4859	79150	20	20	-	1	-	5	0
MGLL	11343	21	21	3	-	609699	5	0
MGME1	92667	60	43	41	3	615076	0	2
MGMT	4255	81	80	6	3	156569	6	0
MGP	4256	84	74	47	4	154870	16	2
MGRN1	23295	36	36	4	3	607559	6	0
MGST1	4257	40	40	1	-	138330	4	0
MGST2	4258	25	25	2	-	601733	3	0
MGST3	4259	26	26	-	-	604564	1	0
MHENCR	100505771	17	17	-	-	-	1	0
MHRT	104564225	640	282	-	29	616096	149	0
MIA	8190	9	9	-	-	601340	-	-
MIA-RAB4B	100529262	2	2	-	-	-	-	-
MIA2	4253	18	18	4	-	602132	1	0
MIA3	375056	18	18	1	-	613455	1	0
MIAT	440823	27	26	1	-	611082	3	0
MIATNB	102724827	11	10	-	-	-	2	0
MIB1	57534	172	143	135	3	608677	29	2
MIB2	142678	156	153	24	1	611141	9	0
MICA	100507436	17	17	6	-	600169	2	0
MICA-AS1	101929072	2	2	-	-	-	-	-
MICAL1	64780	40	40	14	1	607129	5	0
MICAL2	9645	20	20	6	-	608881	3	0
MICAL3	57553	71	68	6	1	608882	6	0
MICALCL	84953	13	13	-	-	612355	1	0
MICALL1	85377	27	26	-	1	-	2	0
MICALL2	79778	87	87	36	2	-	9	0
MICB	4277	11	11	2	-	602436	2	0
MICB-DT	102725068	2	2	-	-	-	-	-
MICOS10	440574	18	18	-	-	616574	5	0
MICOS10-NBL1	100532736	18	18	-	1	-	5	0
MICOS13	125988	20	18	5	1	616658	4	1
MICU1	10367	60	59	44	10	605084	4	0
MICU2	221154	39	39	3	-	610632	3	0
MICU3	286097	72	72	-	-	610633	7	0
MID1	4281	310	272	114	32	300552	39	7
MID1IP1	58526	148	144	1	-	300961	2	0
MID1IP1-AS1	100874211	76	72	-	-	-	-	-
MID2	11043	180	174	19	2	300204	12	1
MIDEAS	91748	17	17	-	-	-	3	0
MIDN	90007	36	36	1	-	606700	3	0
MIEF1	54471	19	18	3	-	615497	-	-
MIEF2	125170	114	114	-	-	615498	-	-
MIEN1	84299	10	10	-	-	611802	1	0
MIER1	57708	28	28	-	1	616848	4	0
MIER2	54531	23	23	-	-	-	1	0
MIER3	166968	19	19	-	1	-	3	0
MIF	4282	108	104	3	-	153620	45	0
MIF-AS1	284889	53	49	-	-	-	28	0
MIF4GD	57409	17	17	-	-	612072	3	0
MIG7	723788	1	1	-	-	-	-	-
MIGA1	374986	18	18	-	-	616773	6	0
MIGA2	84895	42	41	2	2	616774	2	0
MIIP	60672	53	53	10	-	608772	8	0
MILR1	284021	95	62	-	5	-	16	0
MIMT1	100073347	14	14	-	-	-	2	0
MINAR1	23251	33	33	4	-	618054	1	0
MINAR2	100127206	18	18	-	-	-	2	0
MINCR	100507316	23	23	-	-	-	-	-
MINDY1	55793	9	9	-	-	618407	-	-
MINDY2	54629	14	14	-	-	618408	1	0
MINDY3	80013	26	26	4	-	611649	3	0
